order_id,product_id,date,quantity,price_order,region,customer_id,discount_pct,payment_method,shipping_status,order_date,product_description,return_policy,faq_question,faq_answer,review,price_product,category,brand,product_name,age,location,purchase_frequency,region_customer,segment,price,total_amount,order_day,order_month,order_weekday,is_weekend,year,month_period
ORD-00732,P-00088,2024-04-20,4,249.0,South,C-00352,0.0,Bank Transfer,Shipped,2024-04-20,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,32,Fort Worth,23,unknown,unknown,0.0,0.0,20,4,5,1,2024,2024-04
ORD-00733,P-00042,2024-04-20,10,8.99,West,C-00365,0.0,Bank Transfer,Processing,2024-04-20,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,51,Boston,10,unknown,unknown,0.0,0.0,20,4,5,1,2024,2024-04
ORD-00734,P-00015,2024-04-20,3,34.5,South,C-00099,0.05,Credit Card,Pending,2024-04-20,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,51,Orlando,20,unknown,unknown,0.0,0.0,20,4,5,1,2024,2024-04
ORD-00735,P-00010,2024-04-20,4,19.99,South,C-00388,0.0,Bank Transfer,Processing,2024-04-20,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,57,Los Angeles,20,unknown,unknown,0.0,0.0,20,4,5,1,2024,2024-04
ORD-00736,P-00001,2024-04-20,8,799.0,South,C-00219,0.0,Bank Transfer,Pending,2024-04-20,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,20,Detroit,14,unknown,unknown,0.0,0.0,20,4,5,1,2024,2024-04
ORD-00737,P-00010,2024-04-21,10,19.99,North,C-00267,0.05,Credit Card,Shipped,2024-04-21,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,33,Baltimore,21,unknown,unknown,0.0,0.0,21,4,6,1,2024,2024-04
ORD-00738,P-00042,2024-04-22,9,8.99,West,C-00377,0.05,Credit Card,Shipped,2024-04-22,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,48,Houston,3,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00739,P-00055,2024-04-22,8,149.99,West,C-00453,0.2,Debit Card,Processing,2024-04-22,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,30,Minneapolis,20,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00740,P-00091,2024-04-22,7,99.0,East,C-00314,0.15,PayPal,Processing,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,28,San Jose,4,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00741,P-00015,2024-04-22,2,34.5,North,C-00093,0.15,PayPal,Processing,2024-04-22,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,33,Raleigh,19,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00742,P-00010,2024-04-22,6,19.99,West,C-00013,0.1,PayPal,Processing,2024-04-22,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,39,Fort Worth,13,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00743,P-00023,2024-04-22,5,14.5,East,C-00355,0.15,PayPal,Delivered,2024-04-22,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,53,San Francisco,12,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00744,P-00023,2024-04-22,2,14.5,West,C-00325,0.1,Bank Transfer,Shipped,2024-04-22,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,50,Miami,11,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00745,P-00010,2024-04-22,9,19.99,West,C-00023,0.0,PayPal,Shipped,2024-04-22,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,32,Phoenix,24,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00746,P-00091,2024-04-22,3,99.0,North,C-00215,0.15,Bank Transfer,Pending,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,45,Austin,24,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00747,P-00091,2024-04-22,2,99.0,South,C-00492,0.1,Debit Card,Delivered,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,36,Austin,12,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00748,P-00015,2024-04-22,8,34.5,West,C-00279,0.1,Bank Transfer,Shipped,2024-04-22,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,44,Los Angeles,7,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00749,P-00003,2024-04-22,10,4.99,West,C-00233,0.0,Credit Card,Shipped,2024-04-22,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,57,Denver,10,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00750,P-00042,2024-04-22,5,8.99,South,C-00026,0.0,Debit Card,Delivered,2024-04-22,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,45,Los Angeles,1,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00751,P-00091,2024-04-22,1,99.0,East,C-00170,0.0,Credit Card,Processing,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,60,Baltimore,18,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00752,P-00091,2024-04-22,3,99.0,East,C-00313,0.15,PayPal,Processing,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,65,Detroit,4,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00753,P-00088,2024-04-22,6,249.0,North,C-00048,0.0,Debit Card,Processing,2024-04-22,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,47,Miami,12,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00754,P-00023,2024-04-22,7,14.5,North,C-00150,0.0,Debit Card,Pending,2024-04-22,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,61,Orlando,8,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00755,P-00042,2024-04-22,7,8.99,South,C-00357,0.0,Credit Card,Delivered,2024-04-22,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,39,Austin,23,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00756,P-00015,2024-04-22,10,34.5,East,C-00219,0.0,Debit Card,Pending,2024-04-22,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,20,Detroit,14,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00757,P-00091,2024-04-22,10,99.0,West,C-00267,0.05,Bank Transfer,Shipped,2024-04-22,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,33,Baltimore,21,unknown,unknown,0.0,0.0,22,4,0,0,2024,2024-04
ORD-00758,P-00088,2024-04-23,4,249.0,East,C-00100,0.0,Bank Transfer,Delivered,2024-04-23,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,45,San Antonio,18,unknown,unknown,0.0,0.0,23,4,1,0,2024,2024-04
ORD-00759,P-00003,2024-04-24,10,4.99,West,C-00212,0.0,PayPal,Delivered,2024-04-24,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,25,Raleigh,9,unknown,unknown,0.0,0.0,24,4,2,0,2024,2024-04
ORD-00760,P-00003,2024-04-25,5,4.99,East,C-00405,0.0,Debit Card,Delivered,2024-04-25,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,22,Los Angeles,6,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00761,P-00023,2024-04-25,6,14.5,East,C-00203,0.1,Credit Card,Shipped,2024-04-25,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,24,Fort Worth,2,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00762,P-00003,2024-04-25,6,4.99,East,C-00473,0.05,Credit Card,Shipped,2024-04-25,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,46,Houston,17,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00763,P-00015,2024-04-25,3,34.5,West,C-00457,0.0,Bank Transfer,Processing,2024-04-25,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,35,Baltimore,1,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00764,P-00047,2024-04-25,9,29.99,East,C-00290,0.0,Credit Card,Shipped,2024-04-25,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,60,Atlanta,13,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00765,P-00088,2024-04-25,6,249.0,East,C-00034,0.0,Credit Card,Pending,2024-04-25,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,39,Dallas,5,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00766,P-00010,2024-04-25,9,19.99,South,C-00293,0.0,Credit Card,Pending,2024-04-25,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,19,Minneapolis,13,unknown,unknown,0.0,0.0,25,4,3,0,2024,2024-04
ORD-00767,P-00001,2024-04-26,1,799.0,East,C-00212,0.0,Debit Card,Processing,2024-04-26,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,25,Raleigh,9,unknown,unknown,0.0,0.0,26,4,4,0,2024,2024-04
ORD-00768,P-00055,2024-04-27,4,149.99,East,C-00090,0.2,Credit Card,Shipped,2024-04-27,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,56,Jacksonville,16,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00769,P-00023,2024-04-27,8,14.5,North,C-00410,0.1,PayPal,Shipped,2024-04-27,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,43,Dallas,17,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00770,P-00001,2024-04-27,8,799.0,East,C-00398,0.2,Credit Card,Shipped,2024-04-27,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,62,Orlando,15,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00771,P-00003,2024-04-27,1,4.99,West,C-00199,0.1,Credit Card,Delivered,2024-04-27,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,65,Minneapolis,11,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00772,P-00055,2024-04-27,1,149.99,North,C-00171,0.0,Credit Card,Pending,2024-04-27,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,37,Minneapolis,22,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00773,P-00047,2024-04-27,10,29.99,East,C-00328,0.0,PayPal,Shipped,2024-04-27,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,41,Miami,15,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00774,P-00055,2024-04-27,5,149.99,East,C-00396,0.0,Debit Card,Shipped,2024-04-27,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,36,Los Angeles,8,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00775,P-00091,2024-04-27,5,99.0,North,C-00008,0.1,Credit Card,Shipped,2024-04-27,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,29,San Diego,6,unknown,unknown,0.0,0.0,27,4,5,1,2024,2024-04
ORD-00776,P-00042,2024-04-28,6,8.99,East,C-00139,0.15,Debit Card,Shipped,2024-04-28,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,64,Nashville,18,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00777,P-00091,2024-04-28,2,99.0,East,C-00314,0.1,Bank Transfer,Delivered,2024-04-28,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,28,San Jose,4,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00778,P-00091,2024-04-28,1,99.0,West,C-00463,0.0,Bank Transfer,Delivered,2024-04-28,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,52,Fort Worth,15,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00779,P-00023,2024-04-28,7,14.5,West,C-00092,0.1,Bank Transfer,Pending,2024-04-28,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,37,San Diego,2,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00780,P-00055,2024-04-28,6,149.99,South,C-00366,0.2,Credit Card,Processing,2024-04-28,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,24,Baltimore,7,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00781,P-00088,2024-04-28,3,249.0,North,C-00417,0.15,Bank Transfer,Delivered,2024-04-28,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,61,Baltimore,9,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00782,P-00015,2024-04-28,5,34.5,West,C-00241,0.0,PayPal,Pending,2024-04-28,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,28,Atlanta,3,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00783,P-00001,2024-04-28,7,799.0,South,C-00359,0.0,Debit Card,Processing,2024-04-28,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,34,San Diego,4,unknown,unknown,0.0,0.0,28,4,6,1,2024,2024-04
ORD-00784,P-00015,2024-04-29,1,34.5,North,C-00244,0.05,Bank Transfer,Shipped,2024-04-29,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,23,Baltimore,25,unknown,unknown,0.0,0.0,29,4,0,0,2024,2024-04
ORD-00785,P-00055,2024-04-30,6,149.99,South,C-00261,0.2,Credit Card,Pending,2024-04-30,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,56,Jacksonville,25,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00786,P-00042,2024-04-30,2,8.99,East,C-00273,0.1,Bank Transfer,Shipped,2024-04-30,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,38,Raleigh,18,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00787,P-00088,2024-04-30,4,249.0,South,C-00499,0.0,Debit Card,Shipped,2024-04-30,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,49,Minneapolis,19,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00788,P-00088,2024-04-30,7,249.0,West,C-00291,0.1,PayPal,Shipped,2024-04-30,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,64,Philadelphia,15,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00789,P-00023,2024-04-30,10,14.5,West,C-00059,0.05,Debit Card,Delivered,2024-04-30,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,38,Fort Worth,9,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00790,P-00015,2024-04-30,3,34.5,East,C-00490,0.1,Credit Card,Processing,2024-04-30,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,37,Raleigh,1,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00791,P-00001,2024-04-30,8,799.0,North,C-00047,0.0,Credit Card,Shipped,2024-04-30,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,24,Fort Worth,9,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00792,P-00091,2024-04-30,8,99.0,East,C-00200,0.05,PayPal,Shipped,2024-04-30,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,44,Nashville,22,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00793,P-00001,2024-04-30,5,799.0,East,C-00471,0.05,Debit Card,Delivered,2024-04-30,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,20,Phoenix,17,unknown,unknown,0.0,0.0,30,4,1,0,2024,2024-04
ORD-00794,P-00088,2024-05-01,1,249.0,West,C-00434,0.0,Credit Card,Pending,2024-05-01,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,47,Columbus,2,unknown,unknown,0.0,0.0,1,5,2,0,2024,2024-05
ORD-00795,P-00042,2024-05-01,1,8.99,North,C-00361,0.0,Credit Card,Pending,2024-05-01,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,25,Portland,18,unknown,unknown,0.0,0.0,1,5,2,0,2024,2024-05
ORD-00796,P-00047,2024-05-01,4,29.99,West,C-00360,0.15,Debit Card,Processing,2024-05-01,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,64,San Antonio,11,unknown,unknown,0.0,0.0,1,5,2,0,2024,2024-05
ORD-00797,P-00010,2024-05-01,7,19.99,West,C-00280,0.0,Bank Transfer,Shipped,2024-05-01,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,44,Fort Worth,25,unknown,unknown,0.0,0.0,1,5,2,0,2024,2024-05
ORD-00798,P-00003,2024-05-01,9,4.99,West,C-00432,0.2,Bank Transfer,Shipped,2024-05-01,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,43,Orlando,17,unknown,unknown,0.0,0.0,1,5,2,0,2024,2024-05
ORD-00799,P-00055,2024-05-02,3,149.99,South,C-00006,0.0,PayPal,Processing,2024-05-02,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,26,Philadelphia,3,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00800,P-00010,2024-05-02,3,19.99,North,C-00071,0.05,Bank Transfer,Processing,2024-05-02,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,25,Phoenix,21,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00801,P-00088,2024-05-02,3,249.0,West,C-00261,0.2,Bank Transfer,Processing,2024-05-02,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,56,Jacksonville,25,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00802,P-00001,2024-05-02,4,799.0,South,C-00218,0.1,Bank Transfer,Shipped,2024-05-02,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,54,San Antonio,9,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00803,P-00042,2024-05-02,5,8.99,West,C-00475,0.0,Credit Card,Delivered,2024-05-02,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,27,Columbus,21,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00804,P-00088,2024-05-02,8,249.0,East,C-00058,0.15,Credit Card,Shipped,2024-05-02,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,21,San Diego,2,unknown,unknown,0.0,0.0,2,5,3,0,2024,2024-05
ORD-00805,P-00042,2024-05-03,5,8.99,West,C-00265,0.1,Credit Card,Shipped,2024-05-03,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,65,Orlando,16,unknown,unknown,0.0,0.0,3,5,4,0,2024,2024-05
ORD-00806,P-00015,2024-05-04,2,34.5,East,C-00314,0.0,Credit Card,Processing,2024-05-04,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,28,San Jose,4,unknown,unknown,0.0,0.0,4,5,5,1,2024,2024-05
